Index,NeighborhoodGroup,GeographyType,Var_2012_TotalPopulation,Var_2022_TotalPopulation,Var_Change_TotalPopulation,Var_ChangePer_TotalPopulation,Var_2012_Race_1,Var_2012_Race_2,Var_2012_Race_3,Var_2012_Race_4,Var_2012_Race_5,Var_2012_Race_Per_1,Var_2012_Race_Per_2,Var_2012_Race_Per_3,Var_2012_Race_Per_4,Var_2012_Race_Per_5,Var_2022_Race_1,Var_2022_Race_2,Var_2022_Race_3,Var_2022_Race_4,Var_2022_Race_5,Var_2022_Race_Per_1,Var_2022_Race_Per_2,Var_2022_Race_Per_3,Var_2022_Race_Per_4,Var_2022_Race_Per_5,Var_Change_Race_1,Var_Change_Race_2,Var_Change_Race_3,Var_Change_Race_4,Var_Change_Race_5,Var_ChangePer_Race_1,Var_ChangePer_Race_2,Var_ChangePer_Race_3,Var_ChangePer_Race_4,Var_ChangePer_Race_5,Var_2012_GroupQuarters,Var_2012_GroupQuartersPer,Var_2022_GroupQuarters,Var_2022_GroupQuartersPer,Var_Change_GroupQuarters,Var_ChangePer_GroupQuarters,Var_2012_Hispanic,Var_2012_Hispanic_Per,Var_2022_Hispanic,Var_2022_Hispanic_Per,Var_Change_Hispanic,Var_ChangePer_Hispanic,Var_2012_Age_1,Var_2012_Age_2,Var_2012_Age_3,Var_2012_Age_4,Var_2012_Age_5,Var_2012_Age_Per_1,Var_2012_Age_Per_2,Var_2012_Age_Per_3,Var_2012_Age_Per_4,Var_2012_Age_Per_5,Var_2022_Age_1,Var_2022_Age_2,Var_2022_Age_3,Var_2022_Age_4,Var_2022_Age_5,Var_2022_Age_Per_1,Var_2022_Age_Per_2,Var_2022_Age_Per_3,Var_2022_Age_Per_4,Var_2022_Age_Per_5,Var_Change_Age_1,Var_Change_Age_2,Var_Change_Age_3,Var_Change_Age_4,Var_Change_Age_5,Var_ChangePer_Age_1,Var_ChangePer_Age_2,Var_ChangePer_Age_3,Var_ChangePer_Age_4,Var_ChangePer_Age_5,Var_2012_School_1,Var_2012_School_2,Var_2012_School_3,Var_2012_School_4,Var_2012_School_5,Var_2012_School_Per_2,Var_2012_School_Per_3,Var_2012_School_Per_4,Var_2012_School_Per_5,Var_2022_School_1,Var_2022_School_2,Var_2022_School_3,Var_2022_School_4,Var_2022_School_5,Var_2022_School_Per_2,Var_2022_School_Per_3,Var_2022_School_Per_4,Var_2022_School_Per_5,Var_Change_School_1,Var_Change_School_2,Var_Change_School_3,Var_Change_School_4,Var_Change_School_5,Var_ChangePer_School_1,Var_ChangePer_School_2,Var_ChangePer_School_3,Var_ChangePer_School_4,Var_ChangePer_School_5,Var_2012_foreign_1,Var_2012_foreign_Per_1,Var_2022_foreign_1,Var_2022_foreign_Per_1,Var_Change_foreign_1,Var_ChangePer_foreign_1,Var_2012_mobility_1,Var_2012_mobility_2,Var_2012_mobility_3,Var_2012_mobility_4,Var_2012_mobility_Per_2,Var_2012_mobility_Per_3,Var_2012_mobility_Per_4,Var_2022_mobility_1,Var_2022_mobility_2,Var_2022_mobility_3,Var_2022_mobility_4,Var_2022_mobility_Per_2,Var_2022_mobility_Per_3,Var_2022_mobility_Per_4,Var_Change_mobility_1,Var_Change_mobility_2,Var_Change_mobility_3,Var_Change_mobility_4,Var_ChangePer_mobility_1,Var_ChangePer_mobility_2,Var_ChangePer_mobility_3,Var_ChangePer_mobility_4,Var_2012_hhtype_1,Var_2012_hhtype_2,Var_2012_hhtype_3,Var_2012_hhtype_4,Var_2012_hhtype_5,Var_2012_hhtype_6,Var_2012_hhtype_7,Var_2012_hhtype_8,Var_2012_hhtype_9,Var_2012_hhtype_Per_2,Var_2012_hhtype_Per_3,Var_2012_hhtype_Per_4,Var_2012_hhtype_Per_5,Var_2012_hhtype_Per_6,Var_2012_hhtype_Per_7,Var_2012_hhtype_Per_8,Var_2012_hhtype_Per_9,Var_2022_hhtype_1,Var_2022_hhtype_2,Var_2022_hhtype_3,Var_2022_hhtype_4,Var_2022_hhtype_5,Var_2022_hhtype_6,Var_2022_hhtype_7,Var_2022_hhtype_8,Var_2022_hhtype_9,Var_2022_hhtype_Per_2,Var_2022_hhtype_Per_3,Var_2022_hhtype_Per_4,Var_2022_hhtype_Per_5,Var_2022_hhtype_Per_6,Var_2022_hhtype_Per_7,Var_2022_hhtype_Per_8,Var_2022_hhtype_Per_9,Var_Change_hhtype_1,Var_Change_hhtype_2,Var_Change_hhtype_3,Var_Change_hhtype_4,Var_Change_hhtype_5,Var_Change_hhtype_6,Var_Change_hhtype_7,Var_Change_hhtype_8,Var_Change_hhtype_9,Var_ChangePer_hhtype_1,Var_ChangePer_hhtype_2,Var_ChangePer_hhtype_3,Var_ChangePer_hhtype_4,Var_ChangePer_hhtype_5,Var_ChangePer_hhtype_6,Var_ChangePer_hhtype_7,Var_ChangePer_hhtype_8,Var_ChangePer_hhtype_9,Var_2012_vacancy_1,Var_2012_vacancy_2,Var_2012_vacancy_3,Var_2012_vacancy_Per_2,Var_2012_vacancy_Per_3,Var_2022_vacancy_1,Var_2022_vacancy_2,Var_2022_vacancy_3,Var_2022_vacancy_Per_2,Var_2022_vacancy_Per_3,Var_vacancy_Change_1,Var_vacancy_Change_2,Var_vacancy_Change_3,Var_vacancy_ChangePer_1,Var_vacancy_ChangePer_2,Var_vacancy_ChangePer_3,Var_2012_tenure_1,Var_2012_tenure_2,Var_2012_tenure_3,Var_2012_tenure_Per_2,Var_2012_tenure_Per_3,Var_2022_tenure_1,Var_2022_tenure_2,Var_2022_tenure_3,Var_2022_tenure_Per_2,Var_2022_tenure_Per_3,Var_tenure_Change_1,Var_tenure_Change_2,Var_tenure_Change_3,Var_tenure_ChangePer_1,Var_tenure_ChangePer_2,Var_tenure_ChangePer_3,Var_2012_LF_1,Var_2012_LF_2,Var_2012_LF_3,Var_2012_LF_4,Var_2012_LF_5,Var_2012_LF_6,Var_2012_LF_7,Var_2012_LF_Per_2,Var_2012_LF_Per_3,Var_2012_LF_Per_4,Var_2012_LF_Per_5,Var_2012_LF_Per_6,Var_2012_LF_Per_7,Var_2022_LF_1,Var_2022_LF_2,Var_2022_LF_3,Var_2022_LF_4,Var_2022_LF_5,Var_2022_LF_6,Var_2022_LF_7,Var_2022_LF_Per_2,Var_2022_LF_Per_3,Var_2022_LF_Per_4,Var_2022_LF_Per_5,Var_2022_LF_Per_6,Var_2022_LF_Per_7,Var_LF_Change_1,Var_LF_Change_2,Var_LF_Change_3,Var_LF_Change_4,Var_LF_Change_5,Var_LF_Change_6,Var_LF_Change_7,Var_LF_ChangePer_1,Var_LF_ChangePer_2,Var_LF_ChangePer_3,Var_LF_ChangePer_4,Var_LF_ChangePer_5,Var_LF_ChangePer_6,Var_LF_ChangePer_7,Var_2012_poverty_1,Var_2012_poverty_2,Var_2012_poverty_3,Var_2012_poverty_Per_2,Var_2012_poverty_Per_3,Var_2022_poverty_1,Var_2022_poverty_2,Var_2022_poverty_3,Var_2022_poverty_Per_2,Var_2022_poverty_Per_3,Var_poverty_Change_1,Var_poverty_Change_2,Var_poverty_Change_3,Var_poverty_ChangePer_1,Var_poverty_ChangePer_2,Var_poverty_ChangePer_3,Var_2012_educ_1,Var_2012_educ_2,Var_2012_educ_3,Var_2012_educ_4,Var_2012_educ_5,Var_2012_educ_Per_2,Var_2012_educ_Per_3,Var_2012_educ_Per_4,Var_2012_educ_Per_5,Var_2022_educ_1,Var_2022_educ_2,Var_2022_educ_3,Var_2022_educ_4,Var_2022_educ_5,Var_2022_educ_Per_2,Var_2022_educ_Per_3,Var_2022_educ_Per_4,Var_2022_educ_Per_5,Var_educ_Change_1,Var_educ_Change_2,Var_educ_Change_3,Var_educ_Change_4,Var_educ_Change_5,Var_educ_ChangePer_1,Var_educ_ChangePer_2,Var_educ_ChangePer_3,Var_educ_ChangePer_4,Var_educ_ChangePer_5,Var_2012_commuting_1,Var_2012_commuting_2,Var_2012_commuting_3,Var_2012_commuting_4,Var_2012_commuting_5,Var_2012_commuting_6,Var_2012_commuting_7,Var_2012_commuting_Per_2,Var_2012_commuting_Per_3,Var_2012_commuting_Per_4,Var_2012_commuting_Per_5,Var_2012_commuting_Per_6,Var_2012_commuting_Per_7,Var_2022_commuting_1,Var_2022_commuting_2,Var_2022_commuting_3,Var_2022_commuting_4,Var_2022_commuting_5,Var_2022_commuting_6,Var_2022_commuting_7,Var_2022_commuting_Per_2,Var_2022_commuting_Per_3,Var_2022_commuting_Per_4,Var_2022_commuting_Per_5,Var_2022_commuting_Per_6,Var_2022_commuting_Per_7,Var_commuting_Change_1,Var_commuting_Change_2,Var_commuting_Change_3,Var_commuting_Change_4,Var_commuting_Change_5,Var_commuting_Change_6,Var_commuting_Change_7,Var_commuting_ChangePer_1,Var_commuting_ChangePer_2,Var_commuting_ChangePer_3,Var_commuting_ChangePer_4,Var_commuting_ChangePer_5,Var_commuting_ChangePer_6,Var_commuting_ChangePer_7,Var_2012_income_1,Var_2012_income_2,Var_2012_income_3,Var_2012_income_4,Var_2012_income_5,Var_2012_income_6,Var_2012_income_7,Var_2012_income_Per_2,Var_2012_income_Per_3,Var_2012_income_Per_4,Var_2012_income_Per_5,Var_2012_income_Per_6,Var_2012_income_Per_7,Var_2022_income_1,Var_2022_income_2,Var_2022_income_3,Var_2022_income_4,Var_2022_income_5,Var_2022_income_6,Var_2022_income_7,Var_2022_income_Per_2,Var_2022_income_Per_3,Var_2022_income_Per_4,Var_2022_income_Per_5,Var_2022_income_Per_6,Var_2022_income_Per_7,Var_income_Change_1,Var_income_Change_2,Var_income_Change_3,Var_income_Change_4,Var_income_Change_5,Var_income_Change_6,Var_income_Change_7,Var_income_ChangePer_1,Var_income_ChangePer_2,Var_income_ChangePer_3,Var_income_ChangePer_4,Var_income_ChangePer_5,Var_income_ChangePer_6,Var_income_ChangePer_7,Var_2012_vet_1,Var_2012_vet_2,Var_2012_vet_3,Var_2012_vet_4,Var_2012_vet_5,Var_2012_vet_6,Var_2012_vet_7,Var_2012_vet_Per_2,Var_2012_vet_Per_3,Var_2012_vet_Per_4,Var_2012_vet_Per_5,Var_2012_vet_Per_6,Var_2012_vet_Per_7,Var_2022_vet_1,Var_2022_vet_2,Var_2022_vet_3,Var_2022_vet_4,Var_2022_vet_5,Var_2022_vet_6,Var_2022_vet_7,Var_2022_vet_Per_2,Var_2022_vet_Per_3,Var_2022_vet_Per_4,Var_2022_vet_Per_5,Var_2022_vet_Per_6,Var_2022_vet_Per_7,Var_Change_vet_1,Var_Change_vet_2,Var_Change_vet_3,Var_Change_vet_4,Var_Change_vet_5,Var_Change_vet_6,Var_Change_vet_7,Var_ChangePer_vet_1,Var_ChangePer_vet_2,Var_ChangePer_vet_3,Var_ChangePer_vet_4,Var_ChangePer_vet_5,Var_ChangePer_vet_6,Var_ChangePer_vet_7
1,United States,region,309138711,331097593,21958882,0.071032456,229298906,38825848,14859795,17857871,8296291,0.74173469,0.125593614,0.048068373,0.057766531,0.026836791,218123424,41288572,19112979,23429838,29142780,0.658788915,0.124702121,0.057726119,0.070764145,0.088018701,-11175482,2462724,4253184,5571967,20846489,-0.048737616,0.063430012,0.286220907,0.312017429,2.512748046,8015581,0.025928752,8103291,0.024474026,87710,0.010942438,50545275,0.163503545,61755866,0.18651862,11210591,0.221793056,73979859,30822835,82411795,81252781,40671441,0.239309593,0.099705517,0.266585167,0.262835996,0.131563727,73213705,31282896,88198512,83664832,54737648,0.221124244,0.094482402,0.26638222,0.252689339,0.165321794,-766154,460061,5786717,2412051,14066207,-0.010356251,0.014925979,0.070217097,0.029685765,0.345849733,297275466,59207488,23083653,18983557,4100096,0.199167085,0.077650717,0.063858472,0.013792245,320051509,58439755,21985950,17479826,4506124,0.182594843,0.068695036,0.054615665,0.014079371,22776043,-767733,-1097703,-1503731,406028,0.076615953,-0.012966823,-0.047553262,-0.079212289,0.099028901,39784305,0.128694025,45281071,0.136760496,5496766,0.138164183,255556015,37833930,11522754,1672451,0.148045547,0.045088956,0.006544362,282695564,35876584,12954900,1691028,0.126908903,0.045826329,0.005981799,27139549,-1957346,1432146,18577,0.106198044,-0.051735202,0.124288516,0.01110765,115226802,76595548,56428122,20167426,5346139,14821287,38631254,31631926,6999328,0.664737254,0.489713513,0.175023741,0.046396662,0.128627079,0.335262746,0.274518822,0.060743923,125736353,81432908,59760581,21672327,6298607,15373720,44303445,35550232,8753213,0.647648083,0.475284829,0.172363254,0.050093762,0.122269492,0.352351917,0.282736306,0.069615611,10509551,4837360,3332459,1504901,952468,552433,5672191,3918306,1753885,0.091207521,0.063154584,0.059056706,0.07462038,0.178159977,0.037272944,0.146829067,0.123871876,0.250579056,131642457,115226802,16415655,0.875301211,0.124698789,140943613,125736353,15207260,0.892103944,0.107896056,9301156,10509551,-1208395,0.070654682,0.091207521,-0.073612354,115226802,75484661,39742141,0.655096381,0.344903619,125736353,81497760,44238593,0.648163861,0.351836139,10509551,6013099,4496452,0.091207521,0.07965988,0.113140658,243810053,157664311,156533205,141996548,14536657,1131106,86145742,0.646668622,0.64202933,0.582406452,0.059622878,0.004639292,0.353331378,266411973,169093585,167857207,158913204,8944003,1236378,97318388,0.634707153,0.630066303,0.596494227,0.033572076,0.00464085,0.365292847,22601920,11429274,11324002,16916656,-5592654,105272,11172646,0.092702986,0.072491193,0.072342491,0.119134276,-0.384727658,0.093069969,0.129694698,301333410,19671879,44852527,0.065282768,0.148846844,323275448,18860708,40521584,0.058342531,0.125346927,21942038,-811171,-4330943,0.072816479,-0.041235054,-0.096559621,204336017,29179819,57706852,59244324,58205022,0.142803111,0.282411554,0.289935787,0.284849548,226600992,24599698,59741825,64508122,77751347,0.108559534,0.263643263,0.284677139,0.343120065,22264975,-4580121,2034973,5263798,19546325,0.108962557,-0.15696194,0.035263975,0.088848984,0.335818531,139893639,120551904,6967689,785665,3938418,1672334,5977629,0.861739711,0.049807047,0.00561616,0.028152946,0.011954325,0.042729813,156703623,125702784,5945723,722251,3807792,2208388,18316685,0.802168971,0.037942473,0.004609026,0.024299323,0.014092769,0.116887438,16809984,5150880,-1021966,-63414,-130626,536054,12339056,0.120162604,0.042727488,-0.146672161,-0.08071379,-0.033167124,0.320542428,2.064205724,115226802,26842844,27719123,20929952,14110448,20279226,5345209,0.2329566,0.240561419,0.181641351,0.122458037,0.175994002,0.046388591,125736353,19758878,22773348,20228418,16085302,32542320,14348087,0.157145309,0.181119839,0.16087963,0.12792881,0.258813933,0.114112479,10509551,-7083966,-4945775,-701534,1974854,12263094,9002878,0.091207521,-0.263905196,-0.178424657,-0.033518185,0.13995686,0.604712133,1.684289239,21853912,2244977,2609647,7274872,2315247,1891533,5517636,0.102726551,0.119413266,0.332886487,0.105941993,0.08655352,0.252478183,17038807,3986068,2565227,5533164,915253,265447,3773648,0.233940557,0.150552031,0.324738933,0.053715791,0.015578966,0.221473722,-4815105,1741091,-44420,-1741708,-1399994,-1626086,-1743988,-0.22033149,0.775549594,-0.017021459,-0.239414247,-0.604684511,-0.859665679,-0.316075218
2,Pittsburgh MSA,region,2448866,2451408,2542,0.001038031,2156674,197509,42453,10096,42134,0.880682732,0.080653249,0.017335779,0.004122725,0.017205515,2080442,195367,61461,19261,94877,0.848672273,0.079695832,0.025071714,0.007857117,0.038703064,-76232,-2142,19008,9165,52743,-0.03534702,-0.010845075,0.447742209,0.907785261,1.251791902,65916,0.026916948,64105,0.026150278,-1811,-0.027474361,31599,0.012903524,48445,0.019762112,16846,0.533118137,493163,222086,586667,720423,426527,0.201384233,0.090689323,0.239566804,0.29418637,0.17417327,461186,205051,617682,660247,507242,0.188131066,0.083646215,0.251970296,0.269333787,0.206918636,-31977,-17035,31015,-60176,80715,-0.064840631,-0.07670452,0.052866447,-0.083528705,0.189237727,2376042,406505,167604,131376,36228,0.171084939,0.070539157,0.055291952,0.015247205,2381007,370212,143477,108831,34646,0.155485473,0.060258958,0.045707971,0.014550986,4965,-36293,-24127,-22545,-1582,0.00208961,-0.089280575,-0.143952412,-0.171606686,-0.043667881,77019,0.031450884,98898,0.040343346,21879,0.284072761,2335554,265360,66940,7707,0.113617583,0.028661294,0.003299859,2343167,256213,70764,8655,0.109344746,0.030200152,0.003693719,7613,-9147,3824,948,0.003259612,-0.034470154,0.057125784,0.12300506,1025327,641535,487077,154458,38359,116099,383792,327355,56437,0.625688195,0.475045522,0.150642673,0.037411479,0.113231194,0.374311805,0.319268877,0.055042928,1056176,625884,479120,146764,41626,105138,430292,359681,70611,0.592594416,0.453636515,0.138957901,0.039411992,0.099545909,0.407405584,0.340550249,0.066855335,30849,-15651,-7957,-7694,3267,-10961,46500,32326,14174,0.030086987,-0.024396175,-0.016336226,-0.049812894,0.085169061,-0.094410805,0.121159378,0.098749064,0.251147297,1143341,1025327,118014,0.89678145,0.10321855,1166355,1056176,110179,0.905535622,0.094464378,23014,30849,-7835,0.020128728,0.030086987,-0.066390428,1025327,723757,301570,0.705879198,0.294120802,1056176,743046,313130,0.703524791,0.296475209,30849,19289,11560,0.030086987,0.02665121,0.038332725,2019148,1260498,1259050,1165556,93494,1448,758650,0.624272218,0.623555084,0.577251395,0.046303688,0.000717134,0.375727782,2045162,1281531,1279971,1214152,65819,1560,763631,0.626615887,0.625853111,0.59367033,0.032182781,0.000762776,0.373384113,26014,21033,20921,48596,-27675,112,4981,0.012883652,0.016686262,0.016616497,0.041693406,-0.2960083,0.077348066,0.00656561,2388382,127085,291183,0.053209662,0.121916427,2390318,124768,257025,0.052197239,0.107527534,1936,-2317,-34158,0.000810591,-0.018231892,-0.117307672,1733617,150046,635061,447763,500747,0.086550836,0.366321396,0.258282539,0.288845229,1785171,95228,566231,470041,653671,0.053343909,0.317185861,0.263303067,0.366167163,51554,-54818,-68830,22278,152924,0.029737826,-0.365341295,-0.108383289,0.049753999,0.305391745,1140291,984653,63323,2752,40750,9699,39114,0.863510279,0.055532316,0.002413419,0.035736492,0.008505724,0.03430177,1191121,935977,48042,2586,36061,12078,156377,0.785795062,0.040333434,0.002171064,0.030274842,0.010140028,0.13128557,50830,-48676,-15281,-166,-4689,2379,117263,0.044576341,-0.049434674,-0.24131832,-0.060319767,-0.115067485,0.245283019,2.997980263,1025327,258303,254939,191506,124488,159723,36368,0.251922557,0.248641653,0.186775536,0.121412974,0.15577762,0.03546966,1056176,178194,203580,173656,134848,268020,97878,0.168716199,0.192751966,0.164419566,0.12767569,0.253764524,0.092672055,30849,-80109,-51359,-17850,10360,108297,61510,0.030086987,-0.310135771,-0.201456035,-0.093208568,0.083220873,0.67803009,1.691322041,209706,14368,17499,68365,28641,28032,52801,0.068514969,0.083445395,0.326004025,0.136576922,0.133672856,0.251785834,140255,21630,16841,51369,11041,3793,35581,0.154219101,0.120074151,0.366254322,0.078720901,0.027043599,0.253687926,-69451,7262,-658,-16996,-17600,-24239,-17220,-0.331182703,0.505428731,-0.037602149,-0.248606743,-0.614503684,-0.864690354,-0.326130187
3,Allegheny County,region,1224772,1245310,20538,0.016768835,998821,159897,34487,6535,25032,0.815515867,0.130552462,0.028157894,0.005335687,0.02043809,969070,158051,50929,12098,55162,0.778175715,0.126916993,0.040896644,0.00971485,0.044295798,-29751,-1846,16442,5563,30130,-0.029786118,-0.011544932,0.476759359,0.851262433,1.203659316,35589,0.029057653,35074,0.028164875,-515,-0.014470763,19487,0.015910716,29272,0.023505794,9785,0.502129625,241407,122120,306741,348571,205933,0.197103624,0.099708354,0.25044743,0.284600726,0.168139866,231388,111192,343533,316723,242474,0.18580755,0.089288611,0.275861432,0.254332656,0.194709751,-10019,-10928,36792,-31848,36541,-0.041502525,-0.089485752,0.119944839,-0.091367325,0.177441207,1186941,196868,102557,76223,26334,0.165861656,0.086404463,0.064218019,0.022186444,1207996,183121,89420,64710,24710,0.151590734,0.074023424,0.053568058,0.020455366,21055,-13747,-13137,-11513,-1624,0.017738877,-0.069828515,-0.128094621,-0.151043648,-0.061669325,58478,0.047746029,77098,0.061910689,18620,0.318410342,1212293,153993,41917,5649,0.127026222,0.034576625,0.004659765,1232528,153968,47716,6862,0.124920489,0.038713928,0.005567419,20235,-25,5799,1213,0.016691509,-0.000162345,0.138344824,0.21472827,524392,305041,224583,80458,18609,61849,219351,184952,34399,0.581704145,0.428273124,0.153431021,0.035486811,0.11794421,0.418295855,0.352697982,0.065597873,545637,302324,225854,76470,20343,56127,243313,200673,42640,0.554075328,0.413927208,0.14014812,0.037283029,0.102865092,0.445924672,0.367777478,0.078147193,21245,-2717,1271,-3988,1734,-5722,23962,15721,8241,0.040513585,-0.008906999,0.005659378,-0.049566233,0.093180719,-0.092515643,0.109240441,0.085000433,0.239570918,589171,524392,64779,0.890050597,0.109949403,602734,545637,57097,0.905269986,0.094730014,13563,21245,-7682,0.023020481,0.040513585,-0.118587814,524392,344826,179566,0.657572961,0.342427039,545637,354956,190681,0.650535063,0.349464937,21245,10130,11115,0.040513585,0.029377135,0.061899246,1014328,648758,648047,599425,48622,711,365570,0.639593899,0.638892942,0.590957757,0.047935185,0.000700957,0.360406101,1040488,674344,673356,640039,33317,988,366144,0.648103582,0.647154028,0.615133476,0.032020552,0.000949554,0.351896418,26160,25586,25309,40614,-15305,277,574,0.025790474,0.039438435,0.039054266,0.067754932,-0.314775205,0.389592124,0.001570151,1192103,69555,151734,0.058346468,0.127282626,1212023,69136,134587,0.057041822,0.111043272,19920,-419,-17147,0.016709965,-0.00602401,-0.113006973,861245,63646,271276,224028,302295,0.073899994,0.314981219,0.260121104,0.350997684,902730,43015,233029,230978,395708,0.047649906,0.258138092,0.255866095,0.438345906,41485,-20631,-38247,6950,93413,0.04816864,-0.324152343,-0.140989251,0.031022908,0.309012719,586994,474842,57216,2317,25912,5413,21294,0.808938422,0.097472887,0.003947229,0.044143552,0.009221559,0.03627635,627652,451795,43098,2367,24318,6866,99208,0.71981767,0.068665439,0.003771198,0.0387444,0.010939183,0.158062111,40658,-23047,-14118,50,-1594,1453,77914,0.069264763,-0.048536145,-0.246749161,0.021579629,-0.0615159,0.268427859,3.658964967,524392,133337,125770,94322,62104,85173,23686,0.254269707,0.239839662,0.179869258,0.118430487,0.162422386,0.0451685,545637,91365,101800,87260,67073,139444,58695,0.167446489,0.186570925,0.159923172,0.122926048,0.255561848,0.107571517,21245,-41972,-23970,-7062,4969,54271,35009,0.040513585,-0.314781344,-0.19058599,-0.074871186,0.080010949,0.637185493,1.478046103,97433,7068,7915,30755,13702,14447,23546,0.072542157,0.08123531,0.315652808,0.140629971,0.148276251,0.241663502,63133,9298,7249,22589,5585,1793,16619,0.147276385,0.114821092,0.3578002,0.088464036,0.028400361,0.263237926,-34300,2230,-666,-8166,-8117,-12654,-6927,-0.352036784,0.315506508,-0.08414403,-0.265517802,-0.592395271,-0.875891188,-0.294190096
4,Pittsburgh MSA outside of Allegheny County,region,1224094,1206098,-17996,-0.014701485,1157853,37612,7966,3561,17102,0.945885692,0.030726398,0.00650767,0.00290909,0.013971149,1111372,37316,10532,7163,39715,0.921460777,0.030939443,0.008732292,0.005938987,0.032928502,-46481,-296,2566,3602,22613,-0.040144129,-0.007869829,0.322119006,1.01151362,1.322243013,30327,0.024775058,29031,0.024070183,-1296,-0.042734197,12112,0.009894665,19173,0.015896718,7061,0.582975561,251756,99966,279926,371852,220594,0.205667212,0.081665297,0.22868015,0.303777324,0.180210017,229798,93859,274149,343524,264768,0.190530123,0.077820376,0.227302425,0.284822626,0.21952445,-21958,-6107,-5777,-28328,44174,-0.087219371,-0.061090771,-0.020637597,-0.076180846,0.200250233,1189101,209637,65047,55153,9894,0.176298733,0.05470267,0.046382099,0.008320572,1173011,187091,54057,44121,9936,0.159496373,0.046083967,0.037613458,0.008470509,-16090,-22546,-10990,-11032,42,-0.013531231,-0.107547809,-0.168954756,-0.200025384,0.004244997,18541,0.015146713,21800,0.018074816,3259,0.175772612,1123261,111367,25023,2058,0.099146147,0.022277102,0.001832165,1110639,102245,23048,1793,0.092059616,0.020752018,0.001614386,-12622,-9122,-1975,-265,-0.011236925,-0.081909363,-0.078927387,-0.128765792,500935,336494,262494,74000,19750,54250,164441,142403,22038,0.671731861,0.524008105,0.147723757,0.039426273,0.108297484,0.328268139,0.284274407,0.043993732,510539,323560,253266,70294,21283,49011,186979,159008,27971,0.633761574,0.496075716,0.137685857,0.041687315,0.095998543,0.366238426,0.311451231,0.054787195,9604,-12934,-9228,-3706,1533,-5239,22538,16605,5933,0.019172148,-0.038437535,-0.035155089,-0.050081081,0.077620253,-0.096571429,0.137058276,0.116605689,0.269216807,554170,500935,53235,0.90393742,0.09606258,563621,510539,53082,0.905819691,0.094180309,9451,9604,-153,0.017054334,0.019172148,-0.002874049,500935,378931,122004,0.756447443,0.243552557,510539,388090,122449,0.760157402,0.239842598,9604,9159,445,0.019172148,0.024170627,0.003647421,1004820,611740,611003,566131,44872,737,393080,0.608805557,0.608072093,0.563415338,0.044656754,0.000733465,0.391194443,1004674,607187,606615,574113,32502,572,397487,0.604362211,0.603792872,0.57144208,0.032350792,0.000569339,0.395637789,-146,-4553,-4388,7982,-12370,-165,4407,-0.0001453,-0.007442704,-0.007181634,0.01409921,-0.275673025,-0.223880597,0.011211458,1196279,57530,139449,0.048090788,0.116568961,1178295,55632,122438,0.047213983,0.10391116,-17984,-1898,-17011,-0.015033282,-0.032991483,-0.12198725,872372,86400,363785,223735,198452,0.099040318,0.417006736,0.256467424,0.227485522,882441,52213,333202,239063,257963,0.059168828,0.37759125,0.27091103,0.292328892,10069,-34187,-30583,15328,59511,0.011542094,-0.39568287,-0.084068887,0.068509621,0.299876041,553297,509811,6107,435,14838,4286,17820,0.921405683,0.011037472,0.000786196,0.026817424,0.007746292,0.032206934,563469,484182,4944,219,11743,5212,57169,0.859287734,0.008774218,0.000388664,0.020840543,0.009249843,0.101458998,10172,-25629,-1163,-216,-3095,926,39349,0.01838434,-0.050271571,-0.190437203,-0.496551724,-0.208586063,0.216052263,2.208136925,500935,124966,129169,97184,62384,74550,12682,0.2494655,0.25785581,0.19400521,0.124535119,0.148821703,0.025316658,510539,86829,101780,86396,67775,128576,39183,0.170073197,0.199357933,0.169225074,0.132751856,0.25184364,0.076748299,9604,-38137,-27389,-10788,5391,54026,26501,0.019172148,-0.305179009,-0.212040041,-0.111005927,0.086416389,0.724694836,2.089654629,112273,7300,9584,37610,14939,13585,29255,0.065020085,0.085363355,0.334987041,0.133059596,0.120999706,0.260570217,77122,12332,9592,28780,5456,2000,18962,0.159902492,0.124374368,0.37317497,0.070745053,0.025932937,0.24587018,-35151,5032,8,-8830,-9483,-11585,-10293,-0.313085069,0.689315068,0.000834725,-0.234777985,-0.634781445,-0.8527788,-0.351837293
